initializing...
output file is /home/zzha/reporter_seq/tmp/cloud/1042_tag.csv
connecting to database ...schema is modencode_experiment_1042_data,public
database connected.
Celniker/RNA:83 574:Celniker/RNA:83 347 
Celniker/RNA:83 574:Celniker/RNA:83 348 
Celniker/RNA:83 574:Celniker/RNA:83 349 
Celniker/RNA:83 574:Celniker/RNA:83 350 
Celniker/RNA:83 574:Celniker/RNA:83 351 
Celniker/RNA:83 574:Celniker/RNA:83 352 
Celniker/RNA:83 574:Celniker/RNA:83 353 
Celniker/RNA:83 574:Celniker/RNA:83 354 
Celniker/RNA:83 574:Celniker/RNA:83 355 
Celniker/RNA:83 574:Celniker/RNA:83 356 
Celniker/RNA:83 574:Celniker/RNA:83 357 
Celniker/RNA:83 574:Celniker/RNA:83 358 
Celniker/RNA:83 574:Celniker/RNA:83 359 
Celniker/RNA:83 574:Celniker/RNA:83 360 
Celniker/RNA:83 574:Celniker/RNA:83 361 
Celniker/RNA:83 574:Celniker/RNA:83 362 
Celniker/RNA:83 574:Celniker/RNA:83 363 
Celniker/RNA:83 574:Celniker/RNA:83 364 
Celniker/RNA:83 574:Celniker/RNA:83 365 
Celniker/RNA:83 574:Celniker/RNA:83 366 
Celniker/RNA:83 574:Celniker/RNA:83 367 
Celniker/RNA:83 574:Celniker/RNA:83 368 
Celniker/RNA:83 574:Celniker/RNA:83 369 
Celniker/RNA:83 574:Celniker/RNA:83 370 
Celniker/RNA:83 574:Celniker/RNA:83 371 
Celniker/RNA:83 574:Celniker/RNA:83 372 
Celniker/RNA:83 574:Celniker/RNA:83 373 
Celniker/RNA:83 574:Celniker/RNA:83 374 
Celniker/RNA:83 574:Celniker/RNA:83 375 
Celniker/RNA:83 574:Celniker/RNA:83 376 
Celniker/RNA:83 574:Celniker/RNA:83 377 
Celniker/RNA:83 574:Celniker/RNA:83 378 
Celniker/RNA:83 574:Celniker/RNA:83 379 
Celniker/RNA:83 574:Celniker/RNA:83 380 
Celniker/RNA:83 574:Celniker/RNA:83 381 
Celniker/RNA:83 574:Celniker/RNA:83 382 
Celniker/RNA:83 574:Celniker/RNA:83 383 
Celniker/RNA:83 574:Celniker/RNA:83 384 
Celniker/RNA:83 574:Celniker/RNA:83 385 
Celniker/RNA:83 574:Celniker/RNA:83 386 
Celniker/RNA:83 574:Celniker/RNA:83 387 
Celniker/RNA:83 574:Celniker/RNA:83 388 
Celniker/RNA:83 574:Celniker/RNA:83 389 
Celniker/RNA:83 574:Celniker/RNA:83 390 
Celniker/RNA:83 574:Celniker/RNA:83 391 
Celniker/RNA:83 574:Celniker/RNA:83 392 
Celniker/RNA:83 574:Celniker/RNA:83 393 
Celniker/RNA:83 574:Celniker/RNA:83 394 
Celniker/RNA:83 574:Celniker/RNA:83 395 
Celniker/RNA:83 574:Celniker/RNA:83 396 
Celniker/RNA:83 574:Celniker/RNA:83 397 
Celniker/RNA:83 574:Celniker/RNA:83 398 
Celniker/RNA:83 574:Celniker/RNA:83 399 
Celniker/RNA:83 574:Celniker/RNA:83 400 
Celniker/RNA:83 574:Celniker/RNA:83 401 
Celniker/RNA:83 574:Celniker/RNA:83 402 
Celniker/RNA:83 574:Celniker/RNA:83 403 
Celniker/RNA:83 574:Celniker/RNA:83 404 
Celniker/RNA:83 574:Celniker/RNA:83 405 
Celniker/RNA:83 574:Celniker/RNA:83 406 
Celniker/RNA:83 574:Celniker/RNA:83 407 
Celniker/RNA:83 574:Celniker/RNA:83 408 
Celniker/RNA:83 574:Celniker/RNA:83 409 
Celniker/RNA:83 574:Celniker/RNA:83 410 
Celniker/RNA:83 574:Celniker/RNA:83 411 
Celniker/RNA:83 574:Celniker/RNA:83 412 
Celniker/RNA:83 574:Celniker/RNA:83 413 
Celniker/RNA:83 574:Celniker/RNA:83 414 
Celniker/RNA:83 574:Celniker/RNA:83 415 
Celniker/RNA:83 574:Celniker/RNA:83 416 
Celniker/RNA:83 574:Celniker/RNA:83 417 
Celniker/RNA:83 574:Celniker/RNA:83 418 
Celniker/RNA:83 574:Celniker/RNA:83 419 
Celniker/RNA:83 574:Celniker/RNA:83 420 
Celniker/RNA:83 574:Celniker/RNA:83 421 
Celniker/RNA:83 574:Celniker/RNA:83 422 
Celniker/RNA:83 574:Celniker/RNA:83 423 
Celniker/RNA:83 574:Celniker/RNA:83 424 
Celniker/RNA:83 574:Celniker/RNA:83 425 
Celniker/RNA:83 574:Celniker/RNA:83 426 
Celniker/RNA:83 574:Celniker/RNA:83 427 
Celniker/RNA:83 574:Celniker/RNA:83 428 
Celniker/RNA:83 574:Celniker/RNA:83 429 
Celniker/RNA:83 574:Celniker/RNA:83 430 
Celniker/RNA:83 574:Celniker/RNA:83 431 
Celniker/RNA:83 574:Celniker/RNA:83 432 
Celniker/RNA:83 574:Celniker/RNA:83 433 
Celniker/RNA:83 574:Celniker/RNA:83 434 
Celniker/RNA:83 574:Celniker/RNA:83 435 
Celniker/RNA:83 574:Celniker/RNA:83 436 
Celniker/RNA:83 574:Celniker/RNA:83 437 
Celniker/RNA:83 574:Celniker/RNA:83 438 
Celniker/RNA:83 574:Celniker/RNA:83 439 
Celniker/RNA:83 574:Celniker/RNA:83 440 
Celniker/RNA:83 574:Celniker/RNA:83 441 
Celniker/RNA:83 574:Celniker/RNA:83 442 
Celniker/RNA:83 574:Celniker/RNA:83 443 
Celniker/RNA:83 574:Celniker/RNA:83 444 
Celniker/RNA:83 574:Celniker/RNA:83 445 
Celniker/RNA:83 574:Celniker/RNA:83 446 
Celniker/RNA:83 574:Celniker/RNA:83 447 
Celniker/RNA:83 574:Celniker/RNA:83 448 
Celniker/RNA:83 574:Celniker/RNA:83 449 
Celniker/RNA:83 574:Celniker/RNA:83 450 
Celniker/RNA:83 574:Celniker/RNA:83 451 
Celniker/RNA:83 574:Celniker/RNA:83 452 
Celniker/RNA:83 574:Celniker/RNA:83 453 
Celniker/RNA:83 574:Celniker/RNA:83 454 
Celniker/RNA:83 574:Celniker/RNA:83 455 
Celniker/RNA:83 574:Celniker/RNA:83 456 
Celniker/RNA:83 574:Celniker/RNA:83 457 
Celniker/RNA:83 574:Celniker/RNA:83 458 
Celniker/RNA:83 574:Celniker/RNA:83 459 
Celniker/RNA:83 574:Celniker/RNA:83 460 
Celniker/RNA:83 574:Celniker/RNA:83 461 
Celniker/RNA:83 574:Celniker/RNA:83 462 
Celniker/RNA:83 574:Celniker/RNA:83 463 
Celniker/RNA:83 574:Celniker/RNA:83 464 
Celniker/RNA:83 574:Celniker/RNA:83 465 
Celniker/RNA:83 574:Celniker/RNA:83 466 
Celniker/RNA:83 574:Celniker/RNA:83 467 
Celniker/RNA:83 574:Celniker/RNA:83 468 
Celniker/RNA:83 574:Celniker/RNA:83 469 
Celniker/RNA:83 574:Celniker/RNA:83 470 
Celniker/RNA:83 574:Celniker/RNA:83 471 
Celniker/RNA:83 574:Celniker/RNA:83 472 
Celniker/RNA:83 574:Celniker/RNA:83 473 
Celniker/RNA:83 574:Celniker/RNA:83 474 
Celniker/RNA:83 574:Celniker/RNA:83 475 
Celniker/RNA:83 574:Celniker/RNA:83 476 
Celniker/RNA:83 574:Celniker/RNA:83 477 
Celniker/RNA:83 574:Celniker/RNA:83 478 
Celniker/RNA:83 574:Celniker/RNA:83 479 
Celniker/RNA:83 574:Celniker/RNA:83 480 
Celniker/RNA:83 574:Celniker/RNA:83 481 
Celniker/RNA:83 574:Celniker/RNA:83 482 
Celniker/RNA:83 574:Celniker/RNA:83 483 
Celniker/RNA:83 574:Celniker/RNA:83 484 
Celniker/RNA:83 574:Celniker/RNA:83 485 
Celniker/RNA:83 574:Celniker/RNA:83 486 
Celniker/RNA:83 574:Celniker/RNA:83 487 
Celniker/RNA:83 574:Celniker/RNA:83 488 
Celniker/RNA:83 574:Celniker/RNA:83 489 
Celniker/RNA:83 574:Celniker/RNA:83 490 
Celniker/RNA:83 574:Celniker/RNA:83 491 
Celniker/RNA:83 574:Celniker/RNA:83 492 
Celniker/RNA:83 574:Celniker/RNA:83 493 
Celniker/RNA:83 574:Celniker/RNA:83 494 
Celniker/RNA:83 574:Celniker/RNA:83 495 
Celniker/RNA:83 574:Celniker/RNA:83 496 
Celniker/RNA:83 574:Celniker/RNA:83 497 
Celniker/RNA:83 574:Celniker/RNA:83 498 
Celniker/RNA:83 574:Celniker/RNA:83 499 
Celniker/RNA:83 574:Celniker/RNA:83 500 
Celniker/RNA:83 574:Celniker/RNA:83 501 
Celniker/RNA:83 574:Celniker/RNA:83 502 
Celniker/RNA:83 574:Celniker/RNA:83 503 
Celniker/RNA:83 574:Celniker/RNA:83 504 
Celniker/RNA:83 574:Celniker/RNA:83 505 
Celniker/RNA:83 574:Celniker/RNA:83 506 
Celniker/RNA:83 574:Celniker/RNA:83 507 
Celniker/RNA:83 574:Celniker/RNA:83 508 
Celniker/RNA:83 574:Celniker/RNA:83 509 
Celniker/RNA:83 574:Celniker/RNA:83 510 
Celniker/RNA:83 574:Celniker/RNA:83 511 
Celniker/RNA:83 574:Celniker/RNA:83 512 
