DCC id	Title	Data File	Level 1 <organism>	Level 2 <Target>	Level 3 <Technique>	Level 4 <File Format>	Filename <Factor>	Filename <Condition>	Filename <Technique>	Filename <Algorithm>	Filename <ReplicateSetNum>	Filename <Build>	Filename <Modencode ID>
101	Dm_y[1]cn[1] bw[1] sp[1]_embryo_0-2h_TotalRNA_p200_212-214-216_38bp	Dro2_AS_Dm_emb_2h_C01_B1_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 0-2h	RNA-tiling-array			Dmel_r5.4	MDENC00101
101	Dm_y[1]cn[1] bw[1] sp[1]_embryo_0-2h_TotalRNA_p200_212-214-216_38bp	Dro2_AS_Dm_emb_2h_C01_B2_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 0-2h	RNA-tiling-array			Dmel_r5.4	MDENC00101
101	Dm_y[1]cn[1] bw[1] sp[1]_embryo_0-2h_TotalRNA_p200_212-214-216_38bp	Dro2_AS_Dm_emb_2h_C01_B3_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 0-2h	RNA-tiling-array			Dmel_r5.4	MDENC00101
101	Dm_y[1]cn[1] bw[1] sp[1]_embryo_0-2h_TotalRNA_p200_212-214-216_38bp	Dro2_AS_Dm_emb_2h_578.gr	Dmel_r5.4	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 0-2h	RNA-tiling-array			Dmel_r5.4	MDENC00101
101	Dm_y[1]cn[1] bw[1] sp[1]_embryo_0-2h_TotalRNA_p200_212-214-216_38bp	Dro2_AS_Dm_emb_2h_578.gff	Dmel_r5.4	mRNA	RNA-tiling-array	gene-model_gff3	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 0-2h	RNA-tiling-array			Dmel_r5.4	MDENC00101
1020	RNAi CG18426 (ytr) in S2-DRSC RNA-Seq	GSM461199	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG18426-RNAi&oldid=24105	RNA-seq			Dmel_r5.4	MDENC01020
1020	RNAi CG18426 (ytr) in S2-DRSC RNA-Seq	S2_DRSC_CG18426_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG18426-RNAi&oldid=24105	RNA-seq			Dmel_r5.4	MDENC01020
1021	RNAi CG1987 (Rbp1-like) in S2-DRSC RNA-Seq	GSM461194	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG1987-RNAi&oldid=24069	RNA-seq			Dmel_r5.4	MDENC01021
1021	RNAi CG1987 (Rbp1-like) in S2-DRSC RNA-Seq	S2_DRSC_CG1987_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG1987-RNAi&oldid=24069	RNA-seq			Dmel_r5.4	MDENC01021
1022	RNAi CG30122 in S2-DRSC RNA-Seq	GSM461191	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG30122-RNAi&oldid=24106	RNA-seq			Dmel_r5.4	MDENC01022
1022	RNAi CG30122 in S2-DRSC RNA-Seq	S2_DRSC_CG30122_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG30122-RNAi&oldid=24106	RNA-seq			Dmel_r5.4	MDENC01022
1023	RNAi CG31000 (heph) in S2-DRSC RNA-Seq	GSM461202	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG31000-RNAi&oldid=24107	RNA-seq			Dmel_r5.4	MDENC01023
1023	RNAi CG31000 (heph) in S2-DRSC RNA-Seq	S2_DRSC_CG31000_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG31000-RNAi&oldid=24107	RNA-seq			Dmel_r5.4	MDENC01023
1024	RNAi CG3249 (yu) in S2-DRSC RNA-Seq	GSM461207	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG3249-RNAi&oldid=24108	RNA-seq			Dmel_r5.4	MDENC01024
1024	RNAi CG3249 (yu) in S2-DRSC RNA-Seq	GSM461208	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG3249-RNAi&oldid=24108	RNA-seq			Dmel_r5.4	MDENC01024
1024	RNAi CG3249 (yu) in S2-DRSC RNA-Seq	S2_DRSC_CG3249_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG3249-RNAi&oldid=24108	RNA-seq			Dmel_r5.4	MDENC01024
1024	RNAi CG3249 (yu) in S2-DRSC RNA-Seq	S2_DRSC_CG3249_RNAi-2.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG3249-RNAi&oldid=24108	RNA-seq			Dmel_r5.4	MDENC01024
1025	RNAi CG4602 (Srp54) in S2-DRSC RNA-Seq	GSM461192	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG4602-RNAi&oldid=24073	RNA-seq			Dmel_r5.4	MDENC01025
1025	RNAi CG4602 (Srp54) in S2-DRSC RNA-Seq	S2_DRSC_CG4602_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG4602-RNAi&oldid=24073	RNA-seq			Dmel_r5.4	MDENC01025
1026	RNAi CG5099 (msi) in S2-DRSC RNA-Seq	GSM461185	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG5099-RNAi&oldid=24109	RNA-seq			Dmel_r5.4	MDENC01026
1026	RNAi CG5099 (msi) in S2-DRSC RNA-Seq	S2_DRSC_CG5099_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG5099-RNAi&oldid=24109	RNA-seq			Dmel_r5.4	MDENC01026
1027	RNAi CG5442 (SC35) in S2-DRSC RNA-Seq	GSM461197	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG5442-RNAi&oldid=24110	RNA-seq			Dmel_r5.4	MDENC01027
1027	RNAi CG5442 (SC35) in S2-DRSC RNA-Seq	S2_DRSC_CG5442_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG5442-RNAi&oldid=24110	RNA-seq			Dmel_r5.4	MDENC01027
1028	RNAi CG5655 (Rsf1) in S2-DRSC RNA-Seq	GSM461193	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG5655-RNAi&oldid=24111	RNA-seq			Dmel_r5.4	MDENC01028
1028	RNAi CG5655 (Rsf1) in S2-DRSC RNA-Seq	S2_DRSC_CG5655_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG5655-RNAi&oldid=24111	RNA-seq			Dmel_r5.4	MDENC01028
1029	RNAi CG5821 (qkr58E-2) in S2-DRSC RNA-Seq	GSM461205	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG5821-RNAi&oldid=24112	RNA-seq			Dmel_r5.4	MDENC01029
1029	RNAi CG5821 (qkr58E-2) in S2-DRSC RNA-Seq	S2_DRSC_CG5821_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG5821-RNAi&oldid=24112	RNA-seq			Dmel_r5.4	MDENC01029
102	Dm_y[1]cn[1] bw[1] sp[1]_embryo_0-2h_poly-Ap_p200_403-404-405_38bp	Dro2_AS_Dm_emb_2h_RWP+_C01_B1_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 0-2h	RNA-tiling-array			Dmel_r5.4	MDENC00102
102	Dm_y[1]cn[1] bw[1] sp[1]_embryo_0-2h_poly-Ap_p200_403-404-405_38bp	Dro2_AS_Dm_emb_2h_RWP+_C01_B2_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 0-2h	RNA-tiling-array			Dmel_r5.4	MDENC00102
102	Dm_y[1]cn[1] bw[1] sp[1]_embryo_0-2h_poly-Ap_p200_403-404-405_38bp	Dro2_AS_Dm_emb_2h_RWP+_C01_B3_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 0-2h	RNA-tiling-array			Dmel_r5.4	MDENC00102
102	Dm_y[1]cn[1] bw[1] sp[1]_embryo_0-2h_poly-Ap_p200_403-404-405_38bp	Dro2_AS_Dm_emb_2h_RWP+_579.gr	Dmel_r5.4	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 0-2h	RNA-tiling-array			Dmel_r5.4	MDENC00102
102	Dm_y[1]cn[1] bw[1] sp[1]_embryo_0-2h_poly-Ap_p200_403-404-405_38bp	Dro2_AS_Dm_emb_2h_RWP+_579.gff	Dmel_r5.4	mRNA	RNA-tiling-array	gene-model_gff3	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 0-2h	RNA-tiling-array			Dmel_r5.4	MDENC00102
1030	RNAi CG5836 (SF1) in S2-DRSC RNA-Seq	GSM461206	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG5836-RNAi&oldid=24113	RNA-seq			Dmel_r5.4	MDENC01030
1030	RNAi CG5836 (SF1) in S2-DRSC RNA-Seq	S2_DRSC_CG5836_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG5836-RNAi&oldid=24113	RNA-seq			Dmel_r5.4	MDENC01030
1031	RNAi CG6946 (glo) in S2-DRSC RNA-Seq	GSM461183	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG6946-RNAi&oldid=24114	RNA-seq			Dmel_r5.4	MDENC01031
1031	RNAi CG6946 (glo) in S2-DRSC RNA-Seq	S2_DRSC_CG6946_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG6946-RNAi&oldid=24114	RNA-seq			Dmel_r5.4	MDENC01031
1032	RNAi CG7437 (mub) in S2-DRSC RNA-Seq	GSM461203	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG7437-RNAi&oldid=24115	RNA-seq			Dmel_r5.4	MDENC01032
1032	RNAi CG7437 (mub) in S2-DRSC RNA-Seq	S2_DRSC_CG7437_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG7437-RNAi&oldid=24115	RNA-seq			Dmel_r5.4	MDENC01032
1033	RNAi CG7878 in S2-DRSC RNA-Seq	GSM461209	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG7878-RNAi&oldid=24102	RNA-seq			Dmel_r5.4	MDENC01033
1033	RNAi CG7878 in S2-DRSC RNA-Seq	GSM461210	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG7878-RNAi&oldid=24102	RNA-seq			Dmel_r5.4	MDENC01033
1033	RNAi CG7878 in S2-DRSC RNA-Seq	S2_DRSC_CG7878_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG7878-RNAi&oldid=24102	RNA-seq			Dmel_r5.4	MDENC01033
1033	RNAi CG7878 in S2-DRSC RNA-Seq	S2_DRSC_CG7878_RNAi-2.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG7878-RNAi&oldid=24102	RNA-seq			Dmel_r5.4	MDENC01033
1034	RNAi CG7971 in S2-DRSC RNA-Seq	GSM461200	Dmel_r5.4	mRNA	RNA-seq	GEO_record	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG7971-RNAi&oldid=24116	RNA-seq			Dmel_r5.4	MDENC01034
1034	RNAi CG7971 in S2-DRSC RNA-Seq	S2_DRSC_CG7971_RNAi-1.SAM	Dmel_r5.4	mRNA	RNA-seq	alignment_sam	total-RNA	Cell-Line_S2-DRSC_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_RNAi-reagent_CG7971-RNAi&oldid=24116	RNA-seq			Dmel_r5.4	MDENC01034
103	Dm_y[1]cn[1] bw[1] sp[1]_embryo_8-10h_TotalRNA_p200_236-238-240_38bp	Dro2_AS_Dm_emb_10h_RW_C01_B1_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 8-10h	RNA-tiling-array			Dmel_r5.4	MDENC00103
103	Dm_y[1]cn[1] bw[1] sp[1]_embryo_8-10h_TotalRNA_p200_236-238-240_38bp	Dro2_AS_Dm_emb_10h_RW_C01_B2_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 8-10h	RNA-tiling-array			Dmel_r5.4	MDENC00103
103	Dm_y[1]cn[1] bw[1] sp[1]_embryo_8-10h_TotalRNA_p200_236-238-240_38bp	Dro2_AS_Dm_emb_10h_RW_C01_B3_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 8-10h	RNA-tiling-array			Dmel_r5.4	MDENC00103
103	Dm_y[1]cn[1] bw[1] sp[1]_embryo_8-10h_TotalRNA_p200_236-238-240_38bp	Dro2_AS_Dm_emb_10h_724.gr	Dmel_r5.4	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 8-10h	RNA-tiling-array			Dmel_r5.4	MDENC00103
103	Dm_y[1]cn[1] bw[1] sp[1]_embryo_8-10h_TotalRNA_p200_236-238-240_38bp	Dro2_AS_Dm_emb_10h_724.gff	Dmel_r5.4	mRNA	RNA-tiling-array	gene-model_gff3	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 8-10h	RNA-tiling-array			Dmel_r5.4	MDENC00103
104	Dm_y[1]cn[1] bw[1] sp[1]_embryo_8-10h_poly-Ap_p200_415-416-417_38bp	Dro2_AS_Dm_emb_10h_RWP+_C01_B1_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 8-10h	RNA-tiling-array			Dmel_r5.4	MDENC00104
104	Dm_y[1]cn[1] bw[1] sp[1]_embryo_8-10h_poly-Ap_p200_415-416-417_38bp	Dro2_AS_Dm_emb_10h_RWP+_C01_B2_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_pair	total-RNA	Strain_Y cn bw sp_Developmental-Stage_Embryo 8-10h	RNA-tiling-array			Dmel_r5.4	MDENC00104
