325	Pc.BG3	Karpen	Pirrotta	ChIP-chip	chromatin	Target=Pc;AbName=Pc;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4162467.smoothedM.clusters.gff3	GSE20803, GSM520959, GSM520959, GSM520960, GSM520961, GSM520962
326	Pc.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=Pc;AbName=Pc;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3211340.smoothedM.clusters.gff3	GSE20804, GSM520963, GSM520963, GSM520964, GSM520965, GSM520966
327	RNA pol II (ALG).Clone_8	Karpen	Kuroda	ChIP-chip	chromatin	Target=RpII215;AbName=RNA pol II (ALG);Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	CME W1 Cl.8+				2/12/09	10/12/09	released	repset.4621053.smoothedM.clusters.gff3	GSE20805, GSM520967, GSM520967, GSM520968, GSM520969, GSM520970
328	RNA pol II (ALG).Kc	Karpen	Kuroda	ChIP-chip	chromatin	Target=RpII215;AbName=RNA pol II (ALG);Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	Kc167				2/12/09	10/12/09	released	repset.4621047.smoothedM.clusters.gff3	GSE20806, GSM520971, GSM520971, GSM520972, GSM520973, GSM520974
329	RNA pol II (ALG).S2	Karpen	Kuroda	ChIP-chip	chromatin	Target=RpII215;AbName=RNA pol II (ALG);Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4162648.smoothedM.clusters.gff3	GSE20807, GSM520975, GSM520975, GSM520976, GSM520977, GSM520978
330	SU(HW)-HB.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=su(Hw);AbName=SU(HW)-HB;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4621225.smoothedM.clusters.gff3	GSE20808, GSM520979, GSM520979, GSM520980, GSM520981, GSM520982
331	Su(Hw)-VC.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=su(Hw);AbName=Su(Hw)-VC;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4621850.smoothedM.clusters.gff3	GSE20809, GSM520983, GSM520983, GSM520984, GSM520985, GSM520986
332	Trx-C.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=trx;AbName=Trx-C;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3211337.smoothedM.clusters.gff3	GSE20810, GSM520987, GSM520987, GSM520988, GSM520989, GSM520990
334	DPY-26_N2_Mixed_Embryos_(JL00003_DPY26_N2_MXEMB)	Lieb	Lieb	ChIP-chip	chromatin	Target=dpy-26;AbName=JL00003_DPY26;Array=40bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2/17/09	3/17/09	released		GSE16132, GSM403972, GSM403972, GSM403973, GSM403974
336	MIX-1_N2_Mixed_Embryos_(JL00004_MIX1_N2_MXEMB)	Lieb	Lieb	ChIP-chip	chromatin	Target=mix-1;AbName=JL0004_MIX1;Array=40bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2/19/09	3/22/09	released		GSE16268, GSM409467, GSM409467, GSM409468, GSM409469
338	SDC-2_N2_Mixed_Embryos (JL00005_SDC2_N2_MXEMB)	Lieb	Lieb	ChIP-chip	chromatin	Target=sdc-2;AbName=JL0005_SDC2;Array=40bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2/24/09	3/24/09	released	computed_peaks/JL00005_SDC2_N2_MXEMB_peaks.gff	, GSE22701, GSM562597, GSM562598, GSM562599
346	Adult_Female_H3K27Me3	White	White	ChIP-chip	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	3/3/09	4/8/09	released	AdultFemale_K27Me3.dcc.gff	
358	L3_H3K9me3	White	White	ChIP-chip	chromatin modification	Target=H3K9Me3,His3:CG33806;AbName=H3K9Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	larva: third instar larval stage	3/6/09	7/6/09	released	L3_K9Me3.dcc.gff	
359	L3_H3K27Me3	White	White	ChIP-chip	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	larva: third instar larval stage	3/6/09	7/24/09	released	L3_K27Me3.dcc.gff	GSM385341
370	E20_24_H3K27me3 ChIP-chip	White	White	ChIP-chip	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	embryo: egg stage	3/8/09	10/15/09	released	E20-24_K27Me3.dcc.gff	GSM384807
371	L2_H3K27me3	White	White	ChIP-chip	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	larva: second instar larval stage	3/8/09	10/12/09	released	L2_K27Me3.dcc.gff	
372	AdultMale-H3K27me3	White	White	ChIP-chip	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	3/8/09	7/29/09	released	AdultMale_K27Me3.dcc.gff	
373	L1_H3K27Me3	White	White	ChIP-chip	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3;Array=160bp;ArrayPlatform=Agilent		Drosophila melanogaster		y; cn bw sp	whole organism	larva: first instar larval stage	3/8/09	7/29/09	released	L1_K27Me3.dcc.gff	GSM384817
